41998951|Animals|D000818|394810|CT|Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41998114|East Asia|D005202|3|ET|Entry Term Replacement for "Far East";RtM via: Far East|TI|MM|556^9^0
41998687|Humans|D006801|24283|CT|Roma;CT Treecode Lookup: M01.686 (Roma)|TI|MM
41998687|*Lycopersicon esculentum|D018551|23283|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:lycopersicon esculentum;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM;RC|439^23^0;424^6^0
41998687|Perlite|C003076|7736|NM|RtM via: perlite;Forced SCR Leaf Node Lookup:perlite|TI|MM|482^7^0
41998687|*Salts|D012492|6742|MH|RtM via: Salts;Forced Leaf Node Lookup:salts;checkForceMH Boosted|TI|MM|1220^5^0
41998687|*Erysiphe|D000084745|6307|MH|RtM via: Erysiphe;RtM via: Erysiphe polygoni;Forced New Lookup:erysiphe;checkForceMH Boosted|TI|MM|560^14^0;348^14^0;403^17^0
41998687|*Composting|D000076282|5726|MH|RtM via: Compost;Forced Leaf Node Lookup:compost|TI|MM|1190^7^0;1080^7^0;732^7^0;242^7^0;268^9^0;32^7^0
41998687|*Gardens|D000072506|5633|MH|RtM via: Gardens;Forced Leaf Node Lookup:gardens|TI|MM|289^6^0
41998687|*Peroxidase|D009195|4331|MH|RtM via: peroxidase;checkForceMH Boosted|TI|MM|933^10^0
41998687|*Phenols|D010636|3794|MH|RtM via: Phenols;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phenols|TI|MM|1246^7^0
41998687|*Roma|D006178|2990|MH|RtM via: Roma ethnic group;Forced Leaf Node Lookup:roma|TI|MM|467^4^0
41998687|*Incidence|D015994|2984|MH|Forced Leaf Node Lookup:incidences|TI|MM|756^9^0
41998687|*Fungi|D005658|17607|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|1133^5^0
41998687|*Aluminum Oxide|D000537|7735|HM|RtM via: perlite|TI|MM|482^7^0
41998687|*Silicon Dioxide|D012822|6922|HM|RtM via: perlite|TI|MM|482^7^0
41998687|*Bacteria|D001419|5274|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM;RC|1120^8^0
41998687|*Plant Leaves|D018515|4965|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|973^6^0;844^6^0;642^6^0;64^4^0
41998687|*Mycelium|D025282|2238|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM|608^8^0
41998687|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM;RC|44^8^0
41998687|Chitinases|D002688|1000|MH|Forced Non-Leaf Node Lookup:chitinases||MM|947^9^0
41998687|Carbon|D002244|1000|MH|Forced Non-Leaf Node Lookup:carbon||MM|1235^6^0
41998687|Tea|D013662|1000|MH|Forced Non-Leaf Node Lookup:tea||MM|40^3^0;250^3^0;728^3^0
41998943|*Erwinia amylovora|D044084|31654|MH|RtM via: Erwinia amylovora;Forced Leaf Node Lookup:erwinia amylovora;checkForceMH Boosted|TI|MM;RC|28^17^0
41998943|*Virulence|D014774|4538|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM;RC|164^13^0
41998943|Syria|D013593|4219|MH|RtM via: Syria;Forced Leaf Node Lookup:syrians|TI|MM|113^5^0;686^6^0;744^6^0
41998943|*Multiplex Polymerase Chain Reaction|D060885|3956|MH|RtM via: Multiplex Polymerase Chain Reaction;Forced Leaf Node Lookup:multiplex pcr|TI|MM|658^13^0
41998943|*Amplified Fragment Length Polymorphism Analysis|D054458|2081|MH|Forced Lookup:aflp|TI|MM|217^4^0
41998943|*Plasmids|D010957|9504|MH|RtM via: Plasmids;Forced Non-Leaf Node Lookup:plasmids|TI|MM;RC|528^8^0
41998943|DNA, Bacterial|D004269|1783|MH|||RC
41998943|Genetic Variation|D014644|1000|MH|Forced Non-Leaf Node Lookup:genetic variations||MM;RC|460^18^0
41998578|Animals|D000818|125377|CT|Whitefly;CT Treecode Lookup: B01.050.500.131 (Whitefly)||MM;RC
41998578|*Carica|D029441|124377|MH|RtM via: Carica papaya;RtM via: Papaya (Dietary);Forced Leaf Node Lookup:carica papayas;Forced Leaf Node Lookup:papayas;checkForceMH Boosted|TI|MM;RC|943^7^0;452^6^0;118^13^0;110^6^0;21^6^0
41998578|*RNA, Double-Stranded|D012330|33795|MH|RtM via: RNA, Double-Stranded;Forced Leaf Node Lookup:double-stranded rna;checkForceMH Boosted|TI|MM;RC|770^5^0;73^5^0;52^19^0
41998578|*Latex|D007840|32085|MH|RtM via: latex;Forced Leaf Node Lookup:latex;checkForceMH Boosted|TI|MM;RC|721^5^0;481^5^0;101^5^0;818^5^0
41998578|*Whitefly|D006430|29052|ET|Entry Term Replacement for "Hemiptera";RtM via: Whiteflies;RtM via: Trialeurodes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:whitefly|TI|MM;RC|1125^8^0;858^8^0;867^12^0
41998578|*dsRNA Virus|D000086122|11802|ET|Entry Term Replacement for "Double Stranded RNA Viruses";RtM via: Double Stranded RNA Viruses;checkForceMH Boosted|TI|MM|624^11^0;73^5^1;80^5^1
41998578|Brazil|D001938|10809|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|217^6^0
41998578|*Totiviridae|D019196|33930|MH|RtM via: Papaya meleira virus|TI|MM;RC|913^4^0;765^4^0;312^4^0;21^20^0
41998578|Plant Viruses|D010942|27708|MH|||RC
41998578|*Viruses, Unclassified|D014713|20676|MH|RtM via: AS virus|TI|MM|984^5^0
41998578|*Disease Management|D019468|147|MH|RtM via: Disease Management;Forced Non-Leaf Node Lookup:disease managements|TI|MM|225^18^0
41998997|*Origanum|D031341|272801|MH|RtM via: Origanum (plant);RtM via: Origanum acutidens;Forced Leaf Node Lookup:origanum;checkForceMH Boosted|TI|MM;RC|882^8^0;107^18^0
41998997|*Essential Oils|D009822|138304|ET|Entry Term Replacement for "Oils, Volatile";RtM via: Oils, Volatile;checkForceMH Boosted;Forced Non-Leaf Node Lookup:essential oils|TI|MM;RC|760^14^0;318^14^0;190^14^0;65^14^0
41998997|*Thymol|D013943|133289|MH|RtM via: thymol;Forced Leaf Node Lookup:thymol;checkForceMH Boosted|TI|MM;RC|487^6^0;445^6^0
41998997|carvacrol|C073316|122550|NM|RtM via: carvacrol;Forced SCR Leaf Node Lookup:carvacrol|TI|MM|476^9^0;431^9^0
41998997|linalool|C018584|108213|NM|RtM via: linalool;RtM via: linalool, (+)-;RtM via: linalool, (+-)-;Forced SCR Leaf Node Lookup:linalool|TI|MM|546^8^0
41998997|n-hexane|C026385|94858|NM|RtM via: hexane;Forced SCR Leaf Node Lookup:n-hexane|TI|MM|691^6^0;209^6^0;84^8^0
41998997|*Hexanes|D006586|94857|MH|RtM via: Hexanes;RtM via: hexane;Forced Leaf Node Lookup:hexanes|TI|MM|691^6^0;209^6^0;84^8^0
41998997|terpinenol-4|C034019|81075|NM|RtM via: terpinenol-4;Forced SCR Leaf Node Lookup:terpinen-4-ol|TI|MM|528^13^0
41998997|*Chloroform|D002725|61358|MH|RtM via: chloroform;Forced Leaf Node Lookup:chloroform;checkForceMH Boosted|TI|MM|217^10^0
41998997|*Methanol|D000432|60761|MH|RtM via: methanol;Forced Leaf Node Lookup:methanol;checkForceMH Boosted|TI|MM|241^8^0
41998997|*Acetone|D000096|59447|MH|RtM via: acetone;Forced Leaf Node Lookup:acetone;checkForceMH Boosted|TI|MM|679^7^0;229^7^0
41998997|*Agents, Anti-Bacterial|D000900|45676|ET|Entry Term Replacement for "Anti-Bacterial Agents";RtM via: Anti-Bacterial Agents;checkForceMH Boosted;Forced Non-Leaf Node Lookup:antibacterial agents|TI|MM;RC|804^20^0;629^13^0;359^13^0
41998997|*Plant Extracts|D010936|43798|MH|RtM via: Plant Extracts;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plant extracts|TI|MM;RC|587^14^0
41998997|*Gas Chromatography-Mass Spectrometry|D008401|40405|MH|RtM via: Gas Chromatography-Mass Spectrometry;Forced Leaf Node Lookup:gc-ms|TI|MM;RC|183^5^0
41998997|*Disinfectant|D004202|40006|ET|Entry Term Replacement for "Disinfectants";RtM via: Disinfectants;checkForceMH Boosted;Forced Non-Leaf Node Lookup:disinfectants|TI|MM;RC|904^12^0
41998997|*Cymenes|D000081007|122549|HM|RtM via: carvacrol|TI|MM;RC|476^9^0;431^9^0
41998997|*Acyclic Monoterpenes|D000080462|108212|HM|RtM via: linalool;RtM via: linalool, (+)-;RtM via: linalool, (+-)-|TI|MM;RC|546^8^0
41998997|*Terpenes|D013729|81074|HM|RtM via: terpinenol-4|TI|MM;RC|528^13^0
41998997|*Seed|D012639|11058|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|899^4^0
41998163|Animals|D000818|7686|CT|CT Text Lookup: rabbit;Forced Animals Added: Rabbits|TI|MM|340^6^0
41998163|Rabbits|D011817|7686|CT|RtM via: Rabbits;Forced Leaf Node Lookup:rabbits;CT Text Lookup: rabbit|TI|MM|340^6^0
41998163|glyceollin|C017343|6686|NM|RtM via: glyceollin;Forced SCR Leaf Node Lookup:glyceollin|TI|MM|647^10^0
41998163|phytoalexins|C011991|6107|NM|RtM via: phytoalexins;Forced SCR Leaf Node Lookup:phytoalexins|TI|MM|608^12^0
41998163|*Soybeans|D013025|4840|MH|RtM via: Soybeans;Forced Leaf Node Lookup:soybeans;checkForceMH Boosted|TI|MM|693^7^0
41998163|*Plumbaginaceae|D029606|4378|MH|RtM via: Ceratostigma;Forced Leaf Node Lookup:cerato;checkForceMH Boosted|TI|MM|579^2^0;301^2^0;21^6^0
41998163|*Ceratocystis|D000084843|3820|MH|RtM via: Ceratocystis platani;Forced New Lookup:ceratocystis;checkForceMH Boosted|TI|MM|212^12^1;242^7^1
41998163|*Cotyledon|D018548|3176|MH|RtM via: Cotyledon plant;Forced Leaf Node Lookup:cotyledons|TI|MM|701^10^0
41998163|*Stain|D004396|1949|ET|Entry Term Replacement for "Coloring Agents";RtM via: Stains;checkForceMH Boosted|TI|MM|284^5^0
41998163|*Pterocarpans|D036343|6685|HM|RtM via: glyceollin|TI|MM|647^10^0
41998163|*Amino Acid Sequence|D000595|6558|MH|RtM via: Amino Acid Sequence|TI|MM;RC|69^17^0
41998163|*Sesquiterpenes|D012717|6106|HM|RtM via: phytoalexins|TI|MM;RC|608^12^0
41998163|*Plant Leaves|D018515|2280|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|673^6^0
41998163|*ELISA|D004797|576|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM|384^5^0
41998163|*Umbelliferones|D014468|309|MH|RtM via: 7-hydroxycoumarin;Forced Non-Leaf Node Lookup:umbelliferones|TI|MM|629^13^0
23721515|*RNA, Ribosomal, 16S|D012336|41112|MH|RtM via: Bacterial 16S RNA;RtM via: RNA, Ribosomal, 16S;Forced Lookup:16s rrna;Forced Leaf Node Lookup:16s rrna;checkForceMH Boosted|TI|MM|370^8^0
23721515|*Lactococcus lactis|D013294|24551|MH|RtM via: Lactococcus lactis subspecies lactis;Forced Leaf Node Lookup:lactococcus lactis subsp. lactis;checkForceMH Boosted|TI|MM|269^24^1;295^6^1
23721515|*Incidence|D015994|14659|MH|RtM via: Incidence Rate;Forced Leaf Node Lookup:incidence rates|TI|MM|402^15^0
23721515|*Mushroom|D000363|14248|ET|Entry Term Replacement for "Agaricales";RtM via: Agaricales;RtM via: Mushroom - dietary;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mushrooms|TI|MM|787^9^0;642^9^0;438^8^0;77^9^0
23721515|*Base Sequence|D001483|14005|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM|346^20^0
23721515|*Temperature|D013696|13963|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|813^11^0;607^11^0
23721515|*Pleurotus|D020076|13663|MH|RtM via: Pleurotus eryngii;checkForceMH Boosted|TI|MM|21^17^0
23721515|*Water|D014867|12544|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|149^5^0
23721515|Pleurotus eryngii|C000676591|12050|NM|Forced New Lookup:pleurotus eryngii|TI|MM|21^17^0
23721515|Immunophenotyping|D016130|99420|MH|||RC
23721515|Lymphoma, T-Cell|D016399|38739|MH|||RC
23721515|Peptide Hydrolases|D010447|1000|MH|Forced Non-Leaf Node Lookup:proteases||MM|980^8^0
23721515|China|D002681|3|MH|RtM via: China|TI|MM|231^5^0
41997929|Animals|D000818|15654|CT|Nymph;CT Treecode Lookup: B05.500 (Nymph);Nymph;CT Treecode Lookup: G07.345.500.550.500 (Nymph);Insects;CT Treecode Lookup: B01.050.500.131 (Insects)|TI|MM
41997929|*Phytoplasma|D045582|14654|MH|RtM via: Phytoplasma;Forced Leaf Node Lookup:phytoplasma;checkForceMH Boosted|TI|MM|658^12^0;79^11^0
41997929|*Pyrus|D031989|11894|MH|RtM via: Pear (Dietary);RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM|834^4^0
41997929|*Malus|D027845|9899|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|896^5^0
41997929|*Prunus domestica|D000068242|6686|MH|RtM via: Prunus salicina;Forced Leaf Node Lookup:japanese plums;checkForceMH Boosted|TI|MM|94^13^0
41997929|DAPI|C007293|5004|NM|RtM via: DAPI (chemical);Forced SCR Leaf Node Lookup:dapi|TI|MM|2599^4^0;2194^4^0
41997929|*Polymorphism, Restriction Fragment Length|D012150|4003|MH|RtM via: Restriction fragment length polymorphism;Forced Leaf Node Lookup:rflp|TI|MM|2205^4^0
41997929|*Fruit|D005638|3448|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|866^5^0;65^5^0
41997929|*Nymph|D009758|6303|MH|RtM via: Nymph|TI|MM|342^6^0
41997929|*Indoles|D007211|5003|HM|RtM via: DAPI (chemical)|TI|MM|2599^4^0;2194^4^0
41997929|*Insects|D007313|3570|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|773^7^0;383^7^0
41997929|*DNA Restriction Enzymes|D004262|2178|MH|RtM via: DNA Restriction Enzymes|TI|MM|727^19^0
41997929|*PCR|D016133|744|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|2201^3^0;1410^3^0;634^3^0
41997929|*DNA|D004247|270|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|2401^3^0
41997929|Cell Proliferation|D049109|1000|MH|Forced Non-Leaf Node Lookup:proliferation||MM|902^13^0
41997929|Digestion|D004063|1000|MH|Forced Non-Leaf Node Lookup:digestion||MM|682^9^0
41998286|*Pythium|D011775|80985|MH|RtM via: Pythium aphanidermatum;RtM via: Pythium dissimile;Forced Leaf Node Lookup:pythiums;checkForceMH Boosted|TI|MM;RC|37^22^0;61^17^0;80^7^0
41998286|*Phytophthora|D010838|66546|MH|RtM via: Phytophthora nicotianae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM;RC|103^23^0
41998286|*Lycopersicon esculentum|D018551|31338|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM;RC|418^6^0;169^6^0
41998286|*Seedlings|D036226|26283|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|747^9^0;570^9^0;425^9^0
41998286|*Medicago sativa|D000455|19284|MH|RtM via: Alfalfa;Forced Leaf Node Lookup:lucerne;checkForceMH Boosted|TI|MM;RC|739^7^0;562^7^0;406^7^0;146^7^0
41998286|*Virulence|D014774|9306|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM|265^13^0
41998286|*Beta vulgaris|D027461|7668|MH|RtM via: Beta vulgaris|TI|MM;RC|446^9^0;155^9^0
41998286|*Severity, Disease|D012720|36|ET|Entry Term Replacement for "Severity of Illness Index";RtM via: Severity of illness;Forced Non-Leaf Node Lookup:severity of disease;Forced Non-Leaf Node Lookup:disease severity|TI|MM|505^16^0;695^19^0
41998766|*Prunus|D027861|44103|MH|RtM via: Prunus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:prunus|TI|MM;RC|844^6^0
41998766|*Fruit|D005638|22605|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|1362^5^0;851^6^0;513^5^0;219^5^0
41998766|*Dissent and Disputes|D034462|6771|MH|RtM via: Disputes;Forced Leaf Node Lookup:disputes|TI|MM|279^8^0
41998766|South Africa|D013019|6633|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM|1565^12^0;1430^12^0;750^12^0;592^12^0;443^12^0;260^12^0
41998766|Monilinia fructicola|C000684316|6631|NM|Forced New Lookup:monilinia fructicola|TI|MM|127^20^0
41998766|*Ascomycota|D001203|83613|MH|RtM via: Monilinia fructicola|TI|MM;RC|127^20^0;1288^9^0;980^9^0;166^9^0
41998766|*DNA Primers|D017931|8073|MH|RtM via: Oligonucleotide Primers|TI|MM;RC|1122^7^0
41998766|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|969^7^0
41998766|United Kingdom|D006113|348|MH|RtM via: United Kingdom|TI|MM|880^14^0
41998334|Grapevine rupestris stem pitting-associated virus|C000623940|116394|NM|RtM via: Grapevine rupestris stem pitting-associated virus;Forced SCR Leaf Node Lookup:grapevine rupestris stem pitting-associated virus|TI|MM|868^6^0;764^6^0;642^6^0;415^6^0;391^6^0;199^6^0;37^49^0
41998334|*Reverse Transcriptase Polymerase Chain Reaction|D020133|12865|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM;RC|440^6^0
41998334|*Meristem|D018519|7189|MH|RtM via: Meristem;Forced Leaf Node Lookup:meristems|TI|MM|492^8^0
41998334|*Farms|D000072480|7021|MH|RtM via: Vineyards;Forced Leaf Node Lookup:vineyards|TI|MM|240^8^0
41998334|*Sanitation|D012499|6379|MH|RtM via: Sanitation;Forced Leaf Node Lookup:sanitation|TI|MM|464^10^0
41998334|*Flexiviridae|D052677|116393|HM|RtM via: Grapevine rupestris stem pitting-associated virus|TI|MM;RC|868^6^0;764^6^0;642^6^0;415^6^0;391^6^0;199^6^0;37^49^0
41998334|*Viruses, Unclassified|D014713|5652|MH|RtM via: AS virus|TI|MM|309^5^0
41998334|*DNA Viruses|D004267|3387|MH|RtM via: AS virus|TI|MM|309^5^0
41998334|*Thermotherapy|D006979|1851|ET|Entry Term Replacement for "Hyperthermia, Induced";RtM via: Induced Hyperthermia;Forced Non-Leaf Node Lookup:thermotherapy|TI|MM|535^13^0
41998334|*Regeneration|D012038|234|MH|RtM via: somatic embryogenesis;Forced Non-Leaf Node Lookup:regenerations|TI|MM|801^21^0;705^21^0;684^12^0
41998334|*Clones|D002999|213|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM|359^6^0
41998334|*Embryonic Development|D047108|141|MH|RtM via: somatic embryogenesis;Forced Non-Leaf Node Lookup:embryogenesis|TI|MM|801^21^0;705^21^0;713^13^0;809^13^0
41998942|Animals|D000818|247488|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)||MM;RC
41998942|Citrus tristeza virus|C000623889|246488|NM|RtM via: Citrus tristeza virus;Forced SCR Leaf Node Lookup:citrus tristeza virus|TI|MM|615^3^0;373^3^0;212^3^0;21^21^0
41998942|*Aphids|D001042|60840|MH|RtM via: Aphids;RtM via: Toxoptera;Forced Leaf Node Lookup:aphids;checkForceMH Boosted|TI|MM;RC|771^6^0;102^5^0;129^9^0;886^6^0
41998942|*Reverse Transcriptase Polymerase Chain Reaction|D020133|21953|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM;RC|337^5^0;316^6^0
41998942|*Polymorphism, Single-Stranded Conformational|D018807|15152|MH|RtM via: Single-Stranded Conformational Polymorphism;Forced Leaf Node Lookup:sscp|TI|MM|509^39^0;550^4^0
41998942|*Haplotypes|D006239|11858|MH|RtM via: Haplotypes;Forced Leaf Node Lookup:haplotypes|TI|MM|794^9^0;853^9^0
41998942|*Closterovirus|D017790|246487|HM|RtM via: Citrus tristeza virus|TI|MM;RC|615^3^0;373^3^0;212^3^0;21^21^0
41998942|*Nested PCR|D016133|5634|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Nested Polymerase Chain Reaction|TI|MM;RC|309^6^1;319^3^1
41999007|*Phytophthora|D010838|50169|MH|RtM via: Phytophthora cactorum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM;RC|108^21^0;1136^12^0
41999007|*Fragaria|D031985|24453|MH|RtM via: Fragaria x ananassa;RtM via: Strawberries;Forced Leaf Node Lookup:strawberry;checkForceMH Boosted|TI|MM;RC|1000^10^0;842^10^0;762^10^0;82^10^0
41999007|*Pseudomonas fluorescens|D011551|20625|MH|RtM via: Pseudomonas fluorescens;Forced Leaf Node Lookup:pseudomonas fluorescens;checkForceMH Boosted|TI|MM;RC|21^23^0
41999007|shenqinmycin|C000628143|12841|NM|RtM via: phenazine-L-carboxylic acid;Forced SCR Leaf Node Lookup:phenazine-l-carboxylic acid|TI|MM|489^27^0
41999007|pyoluteorin|C095503|8524|NM|RtM via: pyoluteorin;Forced SCR Leaf Node Lookup:pyoluteorin|TI|MM|521^11^0
41999007|*Germination|D018525|5259|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|743^11^0;638^11^0
41999007|*Microscopy, Electron, Scanning|D008855|4236|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM|660^28^0
41999007|2,4-diacetylphloroglucinol|C059817|3991|NM|Forced SCR Leaf Node Lookup:2,4-diacetylphloroglucinol|TI|MM|433^26^0
41999007|*Phenazines|D010619|12840|HM|RtM via: phenazine-L-carboxylic acid|TI|MM;RC|489^27^0
41999007|*Phenols|D010636|8523|HM|RtM via: pyoluteorin|TI|MM|521^11^0
41999007|*Pyrroles|D011758|8517|HM|RtM via: pyoluteorin|TI|MM|521^11^0
41999007|Phloroglucinol|D010696|3990|HM|||MM;RC
41999007|*Severity, Disease|D012720|42|ET|Entry Term Replacement for "Severity of Illness Index";RtM via: Severity of illness;Forced Non-Leaf Node Lookup:disease severity|TI|MM|1116^16^0
41999007|*Cyst|D003560|36|ET|Entry Term Replacement for "Cysts";RtM via: Cyst;Forced Non-Leaf Node Lookup:cyst|TI|MM|738^4^0;633^4^0
24579134|*Peas|D018532|168316|MH|Forced Leaf Node Lookup:pea;checkForceMH Boosted|TI|MM|66^3^0;344^3^0
24579134|Uromyces viciae-fabae|C000683662|84159|NM|Forced New Lookup:uromyces fabae|TI|MM|76^14^0
24579134|Subtraction Technique|D013382|341841|MH|||RC
24579134|Image Interpretation, Computer-Assisted|D007090|310993|MH|||RC
24579134|*Regression Analysis|D012044|21501|MH|RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analysis|TI|MM|1016^19^0
24579134|*Analysis, Factor|D005163|16563|ET|Entry Term Replacement for "Factor Analysis, Statistical";RtM via: Analysis, Factor;Forced Non-Leaf Node Lookup:factor analysis|TI|MM|711^15^0
24579134|*Genotypes|D005838|1947|ET|Entry Term Replacement for "Genotype";RtM via: Genotype;Forced Non-Leaf Node Lookup:genotypes|TI|MM|348^9^0
24579134|*Plant Leaves|D018515|729|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|797^3^0;651^3^0;225^4^0;303^4^0
41997996|Animals|D000818|19206|CT|CT Text Lookup: rabbit;Forced Animals Added: Rabbits|TI|MM;RC|151^6^0
41997996|Rabbits|D011817|19206|CT|RtM via: Rabbits;Forced Leaf Node Lookup:rabbits;CT Text Lookup: rabbit|TI|MM;RC|151^6^0
41997996|Grapevine virus B|C000624016|18206|NM|RtM via: Grapevine virus B;Forced SCR Leaf Node Lookup:grapevine virus b|TI|MM|446^3^0;96^17^0
41997996|*Tobacco|D014026|6655|MH|RtM via: Nicotiana occidentalis;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM;RC|319^22^0
41997996|*Transferase|D014166|3887|ET|Entry Term Replacement for "Transferases";RtM via: Transferase;checkForceMH Boosted;Forced Non-Leaf Node Lookup:transferases|TI|MM|248^11^0
41997996|*Escherichia coli|D004926|3611|MH|RtM via: Escherichia coli;checkForceMH Boosted;Forced Non-Leaf Node Lookup:escherichia coli|TI|MM;RC|206^16^0
41997996|*Flexiviridae|D052677|18205|HM|RtM via: Grapevine virus B|TI|MM;RC|446^3^0;96^17^0
41997996|*Recombinant Protein|D011994|7149|ET|Entry Term Replacement for "Recombinant Proteins";RtM via: Recombinant Proteins;Forced Non-Leaf Node Lookup:recombinant protein|TI|MM;RC|128^19^0
41997996|*Immune Sera|D007106|4014|MH|RtM via: Immune Sera|TI|MM;RC|265^9^0;34^9^0
41997996|*Polypeptide|D010455|2412|ET|Entry Term Replacement for "Peptides";RtM via: Polypeptides;Forced Non-Leaf Node Lookup:polypeptides|TI|MM|181^11^0
41998810|Sweet potato chlorotic stunt virus|C000623999|118190|NM|RtM via: Sweet potato chlorotic stunt virus;Forced SCR Leaf Node Lookup:sweet potato chlorotic stunt virus|TI|MM|266^34^0
41998810|*Ipomoea batatas|D027723|42760|MH|RtM via: Ipomoea batatas;RtM via: Sweet potato - dietary;Forced Leaf Node Lookup:sweet potatos;checkForceMH Boosted|TI|MM;RC|814^5^0;618^5^0;152^12^0;138^12^0;225^12^0
41998810|*Coinfection|D060085|15826|MH|RtM via: Coinfection;Forced Leaf Node Lookup:mixed infections|TI|MM|206^15^0;64^16^0
41998810|*Collodion|D003101|15334|MH|RtM via: nitrocellulose;Forced Leaf Node Lookup:nitrocellulose;checkForceMH Boosted|TI|MM|930^14^0
41998810|*Reverse Transcription|D048348|10232|MH|RtM via: Reverse Transcription;Forced Leaf Node Lookup:reverse transcription|TI|MM|689^21^0
41998810|*Multiplex Polymerase Chain Reaction|D060885|9413|MH|RtM via: Multiplex Polymerase Chain Reaction;Forced Leaf Node Lookup:multiplex polymerase chain reaction|TI|MM|1074^4^0;1032^4^0;474^35^0
41998810|*Pathology, Molecular|D057089|8288|MH|RtM via: molecular diagnostics (lab procedure);Forced Leaf Node Lookup:molecular diagnostics|TI|MM|1101^20^0
41998810|*Crinivirus|D029383|118189|HM|RtM via: Sweet potato chlorotic stunt virus|TI|MM;RC|266^34^0
41998810|Potyvirus|D017800|15038|MH|||RC
41998810|*DNA Primers|D017931|4251|MH|RtM via: Oligonucleotide Primers|TI|MM|759^7^0
41998810|*Virus Diseases|D014777|2853|MH|RtM via: Virus Diseases;Forced Non-Leaf Node Lookup:virus diseases|TI|MM|165^13^0;21^14^0
